"Aleatorio";"aleatorio2";"cor"
-0,715808164679773;0,297485247720033;"azul"
1,90531106380037;0,875817798776552;"vermelho"
0,858622950350994;0,324099811492488;"amarelo"
-0,713054824787206;0,823991219745949;"azul"
-0,0907448251260999;0,378632245352492;"amarelo"
-1,58651451591067;0,0212137603666633;"amarelo"
0,300297552311038;0,0144785817246884;"amarelo"
1,72454772657931;0,837236518505961;"amarelo"
1,10271767698133;0,431567655410618;"amarelo"
0,890090456595884;0,473239870276302;"vermelho"
-0,715808164679773;0,267083009006456;"vermelho"
1,90531106380037;0,615259409882128;"azul"
0,858622950350994;0,90713020786643;"azul"
-0,713054824787206;0,62415136070922;"vermelho"
-0,0907448251260999;0,40301439887844;"azul"
-1,58651451591067;0,0829973635263741;"amarelo"
0,300297552311038;0,934728426625952;"azul"
1,72454772657931;0,792632376542315;"vermelho"
1,10271767698133;0,987775340210646;"azul"
0,890090456595884;0,48457497661002;"amarelo"
-0,715808164679773;0,434288286836818;"azul"
1,90531106380037;0,807443970115855;"amarelo"
0,858622950350994;0,619838691316545;"amarelo"
-0,713054824787206;0,828747228253633;"azul"
-0,0907448251260999;0,837104940088466;"vermelho"
-1,58651451591067;0,749701427295804;"amarelo"
0,300297552311038;0,634180477354676;"azul"
1,72454772657931;0,757878267439082;"amarelo"
1,10271767698133;0,387622795300558;"azul"
0,890090456595884;0,137655485421419;"amarelo"
-0,715808164679773;0,937842126470059;"azul"
1,90531106380037;0,00994513742625713;"vermelho"
0,858622950350994;0,838501618942246;"azul"
-0,713054824787206;0,0878401943482459;"amarelo"
-0,0907448251260999;0,756075276760384;"vermelho"
-1,58651451591067;0,439890323439613;"azul"
0,300297552311038;0,0340832308866084;"azul"
1,72454772657931;0,688916478306055;"amarelo"
1,10271767698133;0,823732956778258;"azul"
0,890090456595884;0,595488676568493;"azul"
-0,715808164679773;0,366448543034494;"vermelho"
1,90531106380037;0,318757690023631;"amarelo"
0,858622950350994;0,291110110469162;"amarelo"
-0,713054824787206;0,293565840227529;"azul"
-0,0907448251260999;0,587755375541747;"vermelho"
-1,58651451591067;0,0797109135892242;"vermelho"
0,300297552311038;0,917855320498347;"amarelo"
1,72454772657931;0,808643450960517;"amarelo"
1,10271767698133;0,255331537919119;"azul"
0,890090456595884;0,918919988675043;"amarelo"
-0,715808164679773;0,795669042738155;"azul"
1,90531106380037;0,923445553751662;"amarelo"
0,858622950350994;0,246301415842026;"azul"
-0,713054824787206;0,0637672345619649;"vermelho"
-0,0907448251260999;0,976687183137983;"amarelo"
-1,58651451591067;0,324887864058837;"azul"
0,300297552311038;0,609464009990916;"azul"
1,72454772657931;0,306761283660308;"azul"
1,10271767698133;0,302365894895047;"amarelo"
0,890090456595884;0,122159484308213;"amarelo"
-0,715808164679773;0,182714912341908;"amarelo"
1,90531106380037;0,952181980013847;"vermelho"
0,858622950350994;0,638874133350328;"vermelho"
-0,713054824787206;0,180239794310182;"amarelo"
-0,0907448251260999;0,862273813225329;"vermelho"
-1,58651451591067;0,590893429005519;"amarelo"
0,300297552311038;0,785657742060721;"azul"
1,72454772657931;0,224716553464532;"vermelho"
1,10271767698133;0,893828237662092;"vermelho"
0,890090456595884;0,21931083407253;"vermelho"
-0,715808164679773;0,878313312772661;"amarelo"
1,90531106380037;0,922711367253214;"amarelo"
0,858622950350994;0,933571331901476;"azul"
-0,713054824787206;0,250291995471343;"amarelo"
-0,0907448251260999;0,317618389148265;"azul"
-1,58651451591067;0,700099620502442;"azul"
0,300297552311038;0,780824791407213;"amarelo"
1,72454772657931;0,055522549431771;"amarelo"
1,10271767698133;0,854874653043225;"azul"
0,890090456595884;0,474105403060094;"azul"
-0,715808164679773;0,613951856503263;"azul"
1,90531106380037;0,219852355076;"azul"
0,858622950350994;0,55913887382485;"amarelo"
-0,713054824787206;0,56811159173958;"amarelo"
-0,0907448251260999;0,34669829485938;"azul"
-1,58651451591067;0,371333742281422;"amarelo"
0,300297552311038;0,487741532968357;"vermelho"
1,72454772657931;0,217218614416197;"vermelho"
1,10271767698133;0,490821407642215;"vermelho"
0,890090456595884;0,964504563016817;"amarelo"
-0,715808164679773;0,730136334430426;"vermelho"
1,90531106380037;0,104505225550383;"azul"
0,858622950350994;0,990911536151543;"azul"
-0,713054824787206;0,852925214916468;"vermelho"
-0,0907448251260999;0,472350574331358;"amarelo"
-1,58651451591067;0,927474727155641;"vermelho"
0,300297552311038;0,229148214217275;"vermelho"
1,72454772657931;0,802149261115119;"amarelo"
1,10271767698133;0,815994817996398;"azul"
0,890090456595884;0,137655782746151;"azul"
